41,0,0,2,2,1,3,1
0,33,4,5,5,0,1,2
1,3,26,2,0,3,5,10
2,0,0,37,8,1,1,1
0,0,2,14,24,6,4,0
0,0,2,2,1,40,2,3
5,1,2,0,4,5,31,2
2,1,7,2,2,8,2,26
